id,external_id,position_id,team_id,name,email,region,hire_date,source_system,mapping_basis,evidence_score,created_at,effective_start_date,effective_end_date
6416bec8-9da7-44d5-a06b-efec2f9528d8,USR-79958e89,3318960c-14a3-4f56-b41f-935f75a1c26d,c8bb596f-3d8a-4c59-b15b-874d69f675d5,Steven Mills,steven.mills@meridiancloud.com,West,2022-04-24,generated,rep-mirror,0.99,2026-07-01T20:19:10.093678+00:00,2024-07-01,
e65e297f-4218-43d7-96ef-f7b781e2cf9c,USR-28615fdd,0cf04a7a-d3d7-4156-b6b6-a01a122483b1,6cef8faf-2bca-4576-95d6-742e4837d6e3,Natasha Zamora,natasha.zamora@meridiancloud.com,EMEA,2021-05-09,generated,rep-mirror,0.99,2026-07-01T20:19:10.093685+00:00,2024-07-01,
a670b503-7f8a-4e15-8f6a-63b63a32d83f,USR-5f3f33ca,0cf04a7a-d3d7-4156-b6b6-a01a122483b1,15c0c6f0-501e-48bd-9159-d48a687eb67f,Marcus Doyle,marcus.doyle@meridiancloud.com,Central,2020-07-23,generated,rep-mirror,0.99,2026-07-01T20:19:10.093692+00:00,2024-07-01,
a6c0413f-dd65-4809-8846-532dd0cfe87e,USR-0335d118,0cf04a7a-d3d7-4156-b6b6-a01a122483b1,7746d74e-1ba0-48df-bcc1-335eb0a9afd1,Caitlin Marsh,caitlin.marsh@meridiancloud.com,APAC,2022-01-03,generated,rep-mirror,0.99,2026-07-01T20:19:10.093698+00:00,2024-07-01,
18f91e7c-5929-4d5e-b4b0-1d355575fa38,USR-248abef5,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,6cef8faf-2bca-4576-95d6-742e4837d6e3,Tonya Fernandez,tonya.fernandez@meridiancloud.com,Central,2019-06-13,generated,rep-mirror,0.99,2026-07-01T20:19:10.093703+00:00,2024-07-01,
30ca4171-0eff-47a0-a171-7d63ae236bb0,USR-c871c852,a447b583-5d29-4e14-b103-a8dfba2bf9bc,b5e25449-dd1f-40fc-9a09-b6997e39c5d5,Janet Parker,janet.parker@meridiancloud.com,West,2022-06-01,generated,rep-mirror,0.99,2026-07-01T20:19:10.093708+00:00,2024-07-01,
76232a10-de27-4d76-b0cc-03d5889ed059,USR-97b42328,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,c8bb596f-3d8a-4c59-b15b-874d69f675d5,Yvonne Osborn,yvonne.osborn@meridiancloud.com,East,2022-11-03,generated,rep-mirror,0.99,2026-07-01T20:19:10.093714+00:00,2024-07-01,
efb7b22e-1466-4151-abb7-f51ff235b5e7,USR-926747b3,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,c8bb596f-3d8a-4c59-b15b-874d69f675d5,Joshua Santiago,joshua.santiago@meridiancloud.com,Central,2020-03-11,generated,rep-mirror,0.99,2026-07-01T20:19:10.093719+00:00,2024-07-01,
b675f7c8-70a1-4a4d-83b8-b0b05eaf2978,USR-6f429a5c,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,6cef8faf-2bca-4576-95d6-742e4837d6e3,Dr. Marcus Nicholson,dr..nicholson@meridiancloud.com,EMEA,2022-01-08,generated,rep-mirror,0.99,2026-07-01T20:19:10.093724+00:00,2024-07-01,
0a8c7ad8-7ff8-4786-93e6-3839947e3bf8,USR-03047d55,0d966d15-d75c-4aff-a5f5-c41e3d5e53a7,6cef8faf-2bca-4576-95d6-742e4837d6e3,Mia Adams,mia.adams@meridiancloud.com,EMEA,2021-10-07,generated,rep-mirror,0.99,2026-07-01T20:19:10.093729+00:00,2024-07-01,
8f0b2d71-77f6-40c1-88d7-c3d8757bb43d,USR-2504e3b3,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,15c0c6f0-501e-48bd-9159-d48a687eb67f,Mr. Timothy Barker,mr..barker@meridiancloud.com,EMEA,2021-08-16,generated,rep-mirror,0.99,2026-07-01T20:19:10.093735+00:00,2024-07-01,
25b0e4be-cec9-445c-86e7-c36559163034,USR-21f6019b,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,b5e25449-dd1f-40fc-9a09-b6997e39c5d5,Donna Russell,donna.russell@meridiancloud.com,Central,2019-08-17,generated,rep-mirror,0.99,2026-07-01T20:19:10.093740+00:00,2024-07-01,
3fa46a24-317d-4c55-b0e7-dec92d9b80be,USR-cd236f80,0d966d15-d75c-4aff-a5f5-c41e3d5e53a7,b5e25449-dd1f-40fc-9a09-b6997e39c5d5,Richard Davies,richard.davies@meridiancloud.com,EMEA,2022-06-01,generated,rep-mirror,0.99,2026-07-01T20:19:10.093746+00:00,2024-07-01,
a484feef-a162-4642-a74b-ac25da67030b,USR-d26cf0a9,a447b583-5d29-4e14-b103-a8dfba2bf9bc,b5e25449-dd1f-40fc-9a09-b6997e39c5d5,Barbara Brown,barbara.brown@meridiancloud.com,Central,2020-05-05,generated,rep-mirror,0.99,2026-07-01T20:19:10.093751+00:00,2024-07-01,
31498ac0-bf25-4fdd-8e14-695daf829ad0,USR-8fbc7b28,2f2fa421-d4d6-4900-90f4-f3e30fb3f79d,7746d74e-1ba0-48df-bcc1-335eb0a9afd1,Mario Smith,mario.smith@meridiancloud.com,EMEA,2023-04-18,generated,rep-mirror,0.99,2026-07-01T20:19:10.093756+00:00,2024-07-01,
