id,external_id,position_id,team_id,name,email,region,hire_date,source_system,mapping_basis,evidence_score,created_at,effective_start_date,effective_end_date
618e593a-3238-4ecf-9edf-0934cdee8023,USR-a488066b,decdd6c9-c7ae-4356-8a8d-7a0904996b57,550e99c3-98c4-45e5-9b09-a71e64aef60c,Sarah Chen,sarah.chen@meridiancloud.com,APAC,2023-04-20,generated,rep-mirror,0.99,2026-07-01T20:34:22.618956+00:00,2024-07-01,
27970e72-6a85-42bd-a115-9679cd9d9c5e,USR-3c023c25,48fc49c5-d833-40b9-98d2-522165221840,e11abe9d-9138-4de6-a32d-8f1a0fe8a3fd,Marcus Johnson,marcus.j@meridiancloud.com,East,2021-04-05,generated,rep-mirror,0.99,2026-07-01T20:34:22.618973+00:00,2024-07-01,
be18bc63-d8f5-4ad3-9d73-d387ea127264,USR-45729505,48fc49c5-d833-40b9-98d2-522165221840,ba9b47b3-9c35-4fa6-ae1a-0aa8b96c5b6f,Emily Rodriguez,emily.r@meridiancloud.com,West,2022-12-13,generated,rep-mirror,0.99,2026-07-01T20:34:22.618985+00:00,2024-07-01,
bfb2132f-e072-450c-b199-0ced7708a4df,USR-523a6734,55b830d6-8cc9-45e2-a2a1-d5a638529805,5b2c52aa-cfb0-4902-a976-1c7e43f5b891,David Kim,david.kim@meridiancloud.com,West,2024-08-07,generated,rep-mirror,0.99,2026-07-01T20:34:22.618995+00:00,2024-07-01,
9e34d7c1-a3e0-4ecd-ad59-b683077f0eef,USR-ceb899a0,a1327d8e-deb4-4edf-a624-e0a5d597e0bb,550e99c3-98c4-45e5-9b09-a71e64aef60c,Lisa Thompson,lisa.t@meridiancloud.com,APAC,2024-10-07,generated,rep-mirror,0.99,2026-07-01T20:34:22.619005+00:00,2024-07-01,
541c974f-914a-4151-bf51-e9bcd734563b,USR-92ca4f5e,55b830d6-8cc9-45e2-a2a1-d5a638529805,e11abe9d-9138-4de6-a32d-8f1a0fe8a3fd,James Wilson,james.w@meridiancloud.com,Central,2023-11-07,generated,rep-mirror,0.99,2026-07-01T20:34:22.619015+00:00,2024-07-01,
44a4e15b-1846-4dd6-b1ad-2a785dd1f7bf,USR-e4d095e6,a1327d8e-deb4-4edf-a624-e0a5d597e0bb,550e99c3-98c4-45e5-9b09-a71e64aef60c,Ana Garcia,ana.g@meridiancloud.com,East,2023-11-06,generated,rep-mirror,0.99,2026-07-01T20:34:22.619024+00:00,2024-07-01,
3dd50d3b-21af-4575-a7d3-905ccffd4869,USR-31840926,6f6912bb-3ba7-4224-a17c-640432e1f9f7,5b2c52aa-cfb0-4902-a976-1c7e43f5b891,Robert Taylor,robert.t@meridiancloud.com,Central,2020-12-17,generated,rep-mirror,0.99,2026-07-01T20:34:22.619033+00:00,2024-07-01,
aa0d501b-3d2e-421d-803e-ffc03ddf38c0,USR-8855c974,55b830d6-8cc9-45e2-a2a1-d5a638529805,ba9b47b3-9c35-4fa6-ae1a-0aa8b96c5b6f,Michelle Lee,michelle.l@meridiancloud.com,West,2023-06-13,generated,rep-mirror,0.99,2026-07-01T20:34:22.619042+00:00,2024-07-01,
2bc9192e-e8c5-49e4-a088-57abfe6e105c,USR-11c317d5,55b830d6-8cc9-45e2-a2a1-d5a638529805,e11abe9d-9138-4de6-a32d-8f1a0fe8a3fd,Chris Brown,chris.b@meridiancloud.com,West,2022-09-01,generated,rep-mirror,0.99,2026-07-01T20:34:22.619051+00:00,2024-07-01,
