id,external_id,position_id,team_id,name,email,region,hire_date,source_system,mapping_basis,evidence_score,created_at,effective_start_date,effective_end_date
cd8a7970-e312-4693-a019-a99869206cc0,USR-a33f5b72,5f05aaa9-49e4-411c-8b15-b5ece8db23c4,98f38051-ee46-4786-9d83-10c37fdb500c,Benjamin Macdonald,benjamin.macdonald@insurex.com,West,2022-04-24,generated,rep-mirror,0.99,2026-07-01T20:00:17.351812+00:00,2024-07-01,
a5232be2-2956-438d-98a1-3778969ad69b,USR-c260e256,6471d35d-ad93-4e48-8158-04a9a08e0519,309a4d56-1e00-40b5-be35-5523961b8c80,George King,george.king@insurex.com,EMEA,2021-05-09,generated,rep-mirror,0.99,2026-07-01T20:00:17.351820+00:00,2024-07-01,
9805ce25-bfd3-4eaf-8826-1974cd20948a,USR-23971210,6471d35d-ad93-4e48-8158-04a9a08e0519,e71b168a-50e5-43bb-986d-fd93f2cc1afa,John Powell,john.powell@insurex.com,Central,2020-07-23,generated,rep-mirror,0.99,2026-07-01T20:00:17.351826+00:00,2024-07-01,
76281a3e-edbf-40ac-817d-02677c136e35,USR-4df4bb58,cdcc630f-6bdf-4310-96ec-7d9ec4c5976a,bfd16f1c-9571-4397-9b8d-0ee9193db5d3,Deborah Decker,deborah.decker@insurex.com,APAC,2022-01-03,generated,rep-mirror,0.99,2026-07-01T20:00:17.351832+00:00,2024-07-01,
e9295d1e-add6-4bb9-941a-8e1b1a2b4fa7,USR-49ee0e04,cdcc630f-6bdf-4310-96ec-7d9ec4c5976a,309a4d56-1e00-40b5-be35-5523961b8c80,Alexander Byrd,alexander.byrd@insurex.com,Central,2019-06-13,generated,rep-mirror,0.99,2026-07-01T20:00:17.351837+00:00,2024-07-01,
60eda1b7-56e0-479c-8d20-abbaacdfe066,USR-c78e9bd7,da1c6f40-719c-4d6c-88c0-2a0270a974be,a6f68188-2275-478c-8b81-d111cf28311d,Justin Robinson,justin.robinson@insurex.com,West,2022-06-01,generated,rep-mirror,0.99,2026-07-01T20:00:17.351843+00:00,2024-07-01,
233ecbbc-4949-4f3f-8d53-10b707c62aac,USR-40713600,cdcc630f-6bdf-4310-96ec-7d9ec4c5976a,98f38051-ee46-4786-9d83-10c37fdb500c,Jennifer Reese,jennifer.reese@insurex.com,East,2022-11-03,generated,rep-mirror,0.99,2026-07-01T20:00:17.351848+00:00,2024-07-01,
664cffe7-856e-4f94-ad56-e0f053d564f5,USR-db5de4a8,cdcc630f-6bdf-4310-96ec-7d9ec4c5976a,98f38051-ee46-4786-9d83-10c37fdb500c,Ashley Hill,ashley.hill@insurex.com,Central,2020-03-11,generated,rep-mirror,0.99,2026-07-01T20:00:17.351854+00:00,2024-07-01,
31b99f30-a14f-4a9e-a854-d6eda5ae0de5,USR-7c28f429,da1c6f40-719c-4d6c-88c0-2a0270a974be,309a4d56-1e00-40b5-be35-5523961b8c80,Willie Chang,willie.chang@insurex.com,EMEA,2022-01-08,generated,rep-mirror,0.99,2026-07-01T20:00:17.351868+00:00,2024-07-01,
187c3355-2672-469a-9973-b101110cac66,USR-d6c5c187,da1c6f40-719c-4d6c-88c0-2a0270a974be,309a4d56-1e00-40b5-be35-5523961b8c80,Shawn Jones,shawn.jones@insurex.com,EMEA,2021-10-07,generated,rep-mirror,0.99,2026-07-01T20:00:17.351874+00:00,2024-07-01,
a810ede3-bb80-469b-bb64-9ac0cf656cd7,USR-11c59b73,cdcc630f-6bdf-4310-96ec-7d9ec4c5976a,e71b168a-50e5-43bb-986d-fd93f2cc1afa,Kyle Wise,kyle.wise@insurex.com,EMEA,2021-08-16,generated,rep-mirror,0.99,2026-07-01T20:00:17.351879+00:00,2024-07-01,
22dcba8c-7d25-4c33-b087-c1981c4269ca,USR-a41c24be,59dbe301-9c5c-4446-abf2-1e33835d88c8,a6f68188-2275-478c-8b81-d111cf28311d,Justin Sanchez,justin.sanchez@insurex.com,Central,2019-08-17,generated,rep-mirror,0.99,2026-07-01T20:00:17.351885+00:00,2024-07-01,
